generated_utc,status,run_id,run_dir,data_source,smoke_input,config,config_used_for_run,trades,winrate,expectancy_R,pf,ci_low,ci_high,crosses_zero,boot_resamples_used,pipeline_ok,note
2026-02-20T08:51:58Z,ok,20260220_085159,C:/Users/Sergi/OneDrive/Escritorio/App Oro Cork/outputs/runs/20260220_085159,C:/Users/Sergi/OneDrive/Escritorio/App Oro Cork/data/sample_m5.csv,C:/Users/Sergi/OneDrive/Escritorio/App Oro Cork/data/tmp_smoke/smoke_input_20260220_085158.csv,C:/Users/Sergi/OneDrive/Escritorio/App Oro Cork/configs/config_smoke_baseline.yaml,C:/Users/Sergi/OneDrive/Escritorio/App Oro Cork/outputs/smoke_runs/_tmp_smoke_config.yaml,13,0.7692307692307693,0.33561769230769234,2.3926978827179606,-0.0919189038461538,0.7598103269230767,True,500,True,
