candidate,run_id,status,pf,expectancy_R,trades,winrate,ci_low,ci_high,crosses_zero,retention_vs_b4_pct,gate_pf_gt_1,gate_exp_gt_0,gate_ci_not_cross_zero,gate_retention_gt_90,gate_all,note,config
v4a_orb_03,20260220_090133,ok,0.5687084963754813,-0.05873142857142858,7,0.5714285714285714,-0.24266175,0.1255804285714286,True,350.0,False,False,False,True,False,,C:/Users/Sergi/OneDrive/Escritorio/App Oro Cork/outputs/v4_smoke_runs/_tmp_candidates_20260220_090109/v4a_orb_03.yaml
v4a_orb_07,20260220_090209,ok,0.5687084963754813,-0.05873142857142858,7,0.5714285714285714,-0.24266175,0.1255804285714286,True,350.0,False,False,False,True,False,,C:/Users/Sergi/OneDrive/Escritorio/App Oro Cork/outputs/v4_smoke_runs/_tmp_candidates_20260220_090109/v4a_orb_07.yaml
